timestamp,host,city,state,country,url,address,lon,lat,year,df,num_part,other_inst
4/25/2017 15:07:10,Grand Valley State University,Allendale,Michigan,USA,http://www.gvsu.edu/stat/datafest-50.htm,Allendale Michigan USA,-85.9540407,42.97219339999999,2016,No,NA,NA
4/25/2017 15:23:37,Penn State University,State College,Pennsylvania,USA,http://stat.psu.edu/Events/2016-datafest,State College Pennsylvania USA,-77.8600012,40.7933949,2016,Yes,80,"PSU Brandywine, Juniata College, Wilkes University"
4/25/2017 15:25:14,UCLA,Los Angeles,California,USA,http://datafest.stat.ucla.edu/,Los Angeles California USA,-118.2436849,34.0522342,2016,Yes,300,"Pomona, Cal Poly SLO, USC, UCR"
4/25/2017 15:28:06,University of Missouri,Columbia,Missouri,USA,NA,Columbia Missouri USA,-92.3340724,38.9517053,2016,No,NA,NA
4/25/2017 15:30:31,Cleveland State University,Cleveland,Ohio,USA,https://sites.google.com/view/csudatafest/home,Cleveland Ohio USA,-81.6943605,41.49932,2016,No,NA,NA
4/25/2017 15:33:19,Ohio State University,Columbus,Ohio,USA,https://data-analytics.osu.edu/datafest,Columbus Ohio USA,-82.99879419999999,39.9611755,2016,Yes,100,NA
4/25/2017 16:19:13,Chapman University,Orange,California,USA,http://www.chapman.edu/scst/conferences-and-events/datafest.aspx,Orange California USA,-117.8531007,33.7879139,2016,No,NA,NA
4/25/2017 16:28:30,UC Berkeley,Berkeley,California,USA,datafest.stat.berkeley.edu,Berkeley California USA,-122.272747,37.8715926,2016,Yes,50,NA
4/25/2017 16:38:43,Miami University (Ohio),Oxford,Ohio,USA,http://miamioh.edu/fsb/centers/cads/experiential/datafest/,Oxford Ohio USA,-84.74523099999999,39.5069974,2016,Yes,51,University of Cincinnati; Bowling Green State University
4/25/2017 21:46:31,University of Massachusets,Amherst,Massachusetts,USA,http://www.science.smith.edu/datafest/,Amherst Massachusetts USA,-72.5198537,42.3732216,2016,Yes,123,"Amherst, Hampshire, Mt. Holyoke, Smith Colleges"
4/25/2017 21:55:14,University of New Mexico,Albuquerque,New Mexico,USA,http://math.unm.edu/news-events/events/asa-datafest,Albuquerque New Mexico USA,-106.6055534,35.0853336,2016,No,NA,NA
4/26/2017 9:40:50,Columbia University,New York,New York,USA,http://blogs.cuit.columbia.edu/statisticsclub/events/spring-datafest-2017/,New York New York USA,-74.0059413,40.7127837,2016,No,NA,NA
4/26/2017 13:57:28,University of Mannheim,Mannheim,NA,Germany,http://datafest.de/,Mannheim NA Germany,8.466039499999999,49.4874592,2016,Yes,90,LMU Munich
4/26/2017 15:13:24,University of Virginia,Charlottesville,Virginia,USA,http://datafest.virginia.edu/,Charlottesville Virginia USA,-78.47667810000002,38.0293059,2016,Yes,60,NA
4/27/2017 9:59:29,Virginia Tech,Blacksburg,Virginia,USA,http://www.stat.vt.edu/Academics/undergraduate/VTdatafest.html,Blacksburg Virginia USA,-80.4139393,37.2295733,2016,Yes,30,NA
4/27/2017 10:27:25,"Summit Consulting, DC",Washington,District of Columbia,USA,https://www.facebook.com/events/520875878090896/,Washington District of Columbia USA,-77.0368707,38.9071923,2016,Yes,27,"George Washington, Howard, UMD, George Mason, Montclair"
4/27/2017 16:06:26,Case Western Reserve University,Cleveland,Ohio,USA,http://mathstats.case.edu/datafest-2017/,Cleveland Ohio USA,-81.6943605,41.49932,2016,No,NA,NA
NA,Macalaster College,St Paul,Minnessota,USA,https://www.macalester.edu/datafest/,St Paul Minnessota USA,-93.0899578,44.9537029,2016,No,NA,NA
NA,Loyola University Chicago,Chicago,Illinois,USA,http://pascal.math.luc.edu/datafest/,Chicago Illinois USA,-87.6297982,41.8781136,2016,No,NA,NA
NA,Brown University,Providence,Rhode Island,USA,NA,Providence Rhode Island USA,-71.4128343,41.8239891,2016,No,NA,NA
NA,University of Toronto,Toronto,Ontario,Canada,https://utorontodatafest.wordpress.com/,Toronto Ontario Canada,-79.3831843,43.653226,2016,No,NA,NA
4/25/2017 14:17:28,Duke University,Durham,North Carolina,USA,http://stat.duke.edu/datafest,Durham North Carolina USA,-78.898619,35.9940329,2017,Yes,360,"UNC Chapel Hill, NC State, North Carolina A&T, Elon University, NCSSM, Meredith College, Wake Forest University"
4/25/2017 14:28:04,Vassar College,Arlington,New York,USA,http://pages.vassar.edu/datafest/,Arlington New York USA,-73.89680249999999,41.6959269,2017,Yes,75,"Marist College, Colgate University"
4/25/2017 14:28:21,Purdue University,Lafayette,Indiana,USA,http://llc.stat.purdue.edu/datafest2016.html,Lafayette Indiana USA,-86.87528689999999,40.4167022,2017,Yes,80,NA
4/25/2017 14:31:52,Emory University,Atlanta,Georgia,USA,http://www.quantitative.emory.edu/events/datafest%20.html,Atlanta Georgia USA,-84.3879824,33.7489954,2017,Yes,45,NA
4/25/2017 14:32:44,Davidson College,Davidson,North Carolina,USA,https://www.davidson.edu/academics/mathematics-and-computer-science/student-activities/competitions/datafest,Davidson North Carolina USA,-80.8486846,35.4993031,2017,Yes,48,NA
4/25/2017 14:34:07,Middlebury College,Middlebury,Vermont,USA,http://go.middlebury.edu/datafest,Middlebury Vermont USA,-73.16734,44.015337100000004,2017,Yes,25,NA
4/25/2017 14:35:02,Wellesley College,Wellesley,Massachusetts,USA,http://www.wellesley.edu/qai/bowdatafest#ElLUAcl0AQjOi29H.97,Wellesley Massachusetts USA,-71.29238769999999,42.296797,2017,No,NA,NA
4/25/2017 14:37:08,Wesleyan University,Middletown,Connecticut,USA,http://datafest.blogs.wesleyan.edu/,Middletown Connecticut USA,-72.6506488,41.5623209,2017,Yes,75,"University of Connecticut, Connecticut College, Trinity College, Yale University, Lafayette College"
4/25/2017 15:07:10,Grand Valley State University,Allendale,Michigan,USA,http://www.gvsu.edu/stat/datafest-50.htm,Allendale Michigan USA,-85.9540407,42.97219339999999,2017,Yes,22,NA
4/25/2017 15:23:37,Penn State University,State College,Pennsylvania,USA,http://stat.psu.edu/Events/2016-datafest,State College Pennsylvania USA,-77.8600012,40.7933949,2017,Yes,100,"PSU Brandywine, PSU Harrisburg, PSU Great Valley, Wilkes University"
4/25/2017 15:25:14,UCLA,Los Angeles,California,USA,http://datafest.stat.ucla.edu/,Los Angeles California USA,-118.2436849,34.0522342,2017,Yes,300,"Pomona, Biola, Cal Poly SLO, UCR"
4/25/2017 15:28:06,University of Missouri,Columbia,Missouri,USA,NA,Columbia Missouri USA,-92.3340724,38.9517053,2017,Yes,20,NA
4/25/2017 15:30:31,Cleveland State University,Cleveland,Ohio,USA,https://sites.google.com/view/csudatafest/home,Cleveland Ohio USA,-81.6943605,41.49932,2017,Yes,25,NA
4/25/2017 15:33:19,Ohio State University,Columbus,Ohio,USA,https://data-analytics.osu.edu/datafest,Columbus Ohio USA,-82.99879419999999,39.9611755,2017,Yes,111,NA
4/25/2017 16:19:13,Chapman University,Orange,California,USA,http://www.chapman.edu/scst/conferences-and-events/datafest.aspx,Orange California USA,-117.8531007,33.7879139,2017,Yes,65,"UCSB, CSUN, USC, CSUF, UCI"
4/25/2017 16:28:30,UC Berkeley,Berkeley,California,USA,datafest.stat.berkeley.edu,Berkeley California USA,-122.272747,37.8715926,2017,Yes,50,NA
4/25/2017 16:38:43,Miami University (Ohio),Oxford,Ohio,USA,http://miamioh.edu/fsb/centers/cads/experiential/datafest/,Oxford Ohio USA,-84.74523099999999,39.5069974,2017,Yes,90,University of Cincinnati; Bowling Green State University
4/25/2017 21:46:31,University of Massachusets,Amherst,Massachusetts,USA,http://www.science.smith.edu/datafest/,Amherst Massachusetts USA,-72.5198537,42.3732216,2017,Yes,142,"Amherst, Hampshire, Mt. Holyoke, Smith Colleges"
4/25/2017 21:55:14,University of New Mexico,Albuquerque,New Mexico,USA,http://math.unm.edu/news-events/events/asa-datafest,Albuquerque New Mexico USA,-106.6055534,35.0853336,2017,Yes,14,NA
4/26/2017 9:40:50,Columbia University,New York,New York,USA,http://blogs.cuit.columbia.edu/statisticsclub/events/spring-datafest-2017/,New York New York USA,-74.0059413,40.7127837,2017,Yes,45,NA
4/26/2017 13:57:28,University of Mannheim,Mannheim,NA,Germany,http://datafest.de/,Mannheim NA Germany,8.466039499999999,49.4874592,2017,Yes,80,NA
4/26/2017 15:13:24,University of Virginia,Charlottesville,Virginia,USA,http://datafest.virginia.edu/,Charlottesville Virginia USA,-78.47667810000002,38.0293059,2017,No,NA,NA
4/27/2017 9:59:29,Virginia Tech,Blacksburg,Virginia,USA,http://www.stat.vt.edu/Academics/undergraduate/VTdatafest.html,Blacksburg Virginia USA,-80.4139393,37.2295733,2017,Yes,60,NA
4/27/2017 10:27:25,"Summit Consulting, DC",Washington,District of Columbia,USA,https://www.facebook.com/events/520875878090896/,Washington District of Columbia USA,-77.0368707,38.9071923,2017,Yes,58,"George Washington, UMD, UMBC, American, Howard, George Washington"
4/27/2017 16:06:26,Case Western Reserve University,Cleveland,Ohio,USA,http://mathstats.case.edu/datafest-2017/,Cleveland Ohio USA,-81.6943605,41.49932,2017,Yes,16,NA
NA,Macalaster College,St Paul,Minnessota,USA,https://www.macalester.edu/datafest/,St Paul Minnessota USA,-93.0899578,44.9537029,2017,Yes,54,NA
NA,Loyola University Chicago,Chicago,Illinois,USA,http://pascal.math.luc.edu/datafest/,Chicago Illinois USA,-87.6297982,41.8781136,2017,Yes,40,NA
NA,Brown University,Providence,Rhode Island,USA,NA,Providence Rhode Island USA,-71.4128343,41.8239891,2017,Yes,40,NA
NA,University of Toronto,Toronto,Ontario,Canada,https://utorontodatafest.wordpress.com/,Toronto Ontario Canada,-79.3831843,43.653226,2017,Yes,40,NA
